Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,First octet,Second octet,Third octet,Fourth octet,NumOfIPs,TXTRecord,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Contains_Blacklisted,Last_is_sk,Location,Class
modrykonik.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,66,217,16,191,15,1,1,1,1,1,1,43541,200,nginx,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Czechia,0
intimissimi.sk,Key-Systems GmbH,4.0,3.0,None,0,5,22,145,16,2,1,1,1,0,1,16509,200,cloudflare,2.5,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Germany,1
mammutvypredaj.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,73,196,196,204,144,1,0,0,0,0,0,58065,200,Apache,3.69,0.29,0.65,0.0,0.0,1,2,0,0,False,16,True,False,Finland,1
hotelspark.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,54,37,9,175,131,1,1,1,1,0,0,51013,200,openresty,3.39,0.23,0.69,0.0,0.0,1,3,0,0,False,12,False,False,Slovakia,0
hotelharmonia.sk,"Webglobe, a.s.",4.0,3.0,None,40,195,181,248,21,1,1,1,1,1,1,48689,200,nginx,3.62,0.38,0.56,0.0,0.0,2,2,0,0,False,15,False,False,Slovakia,0
hoteldubnaskala.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,51,51,158,71,186,1,1,0,1,0,1,12876,200,Apache/2.4.54 (Debian),3.57,0.33,0.61,0.0,0.0,1,2,0,0,False,17,False,False,France,0
hoteleden.sk,KIOS a.s.,4.0,3.0,None,54,37,9,175,180,1,1,1,1,0,0,51013,200,openresty,3.19,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
nnormalsk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,30,196,245,153,223,1,0,0,0,0,0,41564,200,Apache,3.08,0.17,0.75,0.0,0.0,1,3,0,0,False,11,False,True,Slovakia,1
drmartensbratislava.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,76,172,67,212,113,2,0,0,0,0,0,13335,200,cloudflare,3.57,0.27,0.68,0.0,0.0,1,4,0,0,False,21,True,False,Canada,1
carharttwip.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,73,165,231,154,21,1,0,0,0,0,0,58065,200,Apache,3.38,0.21,0.71,0.0,0.0,1,4,0,0,False,13,False,False,United States,1
gymsharkeu.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,78,196,245,153,208,1,0,0,0,0,0,41564,200,Apache,3.39,0.31,0.62,0.0,0.0,2,3,0,0,False,12,False,False,Slovakia,1
hokateniskyvypredaj.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,83,104,21,48,1,7,0,0,0,0,0,13335,200,cloudflare,3.88,0.36,0.59,0.0,0.0,1,2,0,0,False,21,True,False,Canada,1
amirislovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,38,91,108,179,166,1,0,0,0,0,0,57858,200,Apache,3.45,0.35,0.59,0.0,0.0,1,3,0,0,False,16,True,False,United States,1
skechersobuv.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,55,172,67,135,135,2,0,0,0,0,0,13335,200,cloudflare,3.32,0.27,0.67,0.0,0.0,1,2,0,0,False,14,True,False,Canada,1
ockorzo.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,68,57,153,167,86,1,1,1,1,1,1,8075,200,nginx,2.65,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Netherlands,0
bazos.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,35,88,86,119,241,1,1,1,1,0,1,39392,200,nginx,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Czechia,0
kupele-lucky.sk,Websupport s.r.o.,4.0,3.0,Sectigo Limited,192,37,9,175,180,1,1,1,1,0,1,51013,200,openresty,3.19,0.33,0.53,0.0,0.07,1,2,0,1,False,14,True,False,Slovakia,0
salomonobuvvypredaj.sk,Gransy s.r.o.,4.0,3.0,"cPanel, LLC",60,196,247,61,26,1,0,0,0,0,0,41564,200,Apache,3.97,0.36,0.59,0.0,0.0,1,2,0,0,False,21,True,False,None,1
candaslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,76,104,21,30,45,2,0,0,0,0,0,13335,200,cloudflare,3.34,0.29,0.65,0.0,0.0,1,3,0,0,False,16,True,False,Canada,1
sasshoesbratislava.sk,NETIM,4.0,3.0,ZeroSSL,44,165,231,198,173,1,0,0,0,0,0,58065,403,Apache/2,3.27,0.33,0.62,0.0,0.0,2,3,0,0,False,20,True,False,Estonia,1
liptovskyhradok.sk,"Fibris, s. r. o.",4.0,4.0,Let's Encrypt,43,82,119,224,201,1,1,0,1,0,0,5578,200,Apache,3.68,0.28,0.67,0.0,0.0,1,3,0,0,False,17,False,False,Slovakia,0
vodicak.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,89,46,229,230,48,1,1,1,1,0,1,29405,200,Apache,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
tvojakava.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,66,185,115,1,34,1,1,1,1,0,1,43541,200,nginx,2.86,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Czechia,0
orthofeetshoes.sk,NETIM,4.0,3.0,Google Trust Services,49,104,21,16,1,7,0,0,0,0,0,13335,403,cloudflare,3.01,0.35,0.59,0.0,0.0,2,3,0,0,False,16,True,False,Canada,1
raybanslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,74,165,231,4,95,1,0,0,0,0,0,57858,200,Apache,3.46,0.33,0.61,0.0,0.0,2,3,0,0,False,17,True,False,Seychelles,1
barboursslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,60,172,67,222,14,2,0,0,0,0,0,13335,200,cloudflare,3.38,0.3,0.65,0.0,0.0,2,4,0,0,False,19,True,False,Canada,1
teniskysalomon.sk,Gransy s.r.o.,4.0,4.0,Let's Encrypt,61,196,245,153,237,1,0,0,0,0,0,41564,200,Apache,3.45,0.35,0.59,0.0,0.0,1,2,0,0,False,16,True,False,Slovakia,1
balmainhaircouture.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,88,77,78,104,3,1,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),3.88,0.43,0.52,0.0,0.0,2,2,0,0,False,20,False,False,Czechia,1
hotelnitra.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,65,217,67,30,34,1,1,1,1,1,1,5578,200,nginx,3.55,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
guess-slovensko.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,44,196,196,231,199,1,0,0,0,0,0,48950,200,Apache,3.19,0.28,0.61,0.0,0.06,2,3,0,1,False,17,True,False,Sweden,1
horskyhotel-eva.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,16,37,9,175,133,1,1,1,1,0,0,51013,200,openresty,3.61,0.33,0.56,0.0,0.06,1,3,0,1,False,17,False,False,Slovakia,0
akutopanky.sk,NETIM,4.0,3.0,ZeroSSL,67,196,196,211,40,1,0,0,0,0,0,58065,403,nginx,3.18,0.38,0.54,0.0,0.0,1,2,0,0,False,12,True,False,Sweden,1
druzbahotel.sk,Websupport s.r.o.,4.0,2.0,Sectigo Limited,138,37,9,175,131,1,1,1,1,0,0,51013,200,openresty,3.81,0.29,0.64,0.0,0.0,1,2,0,0,False,13,False,False,Slovakia,0
calzedonia-sk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,36,165,231,64,36,1,0,0,0,0,0,48950,200,Apache,3.62,0.31,0.56,0.0,0.06,2,2,0,1,False,15,False,True,Germany,1
patriotsbratislava.sk,NETIM,4.0,3.0,Google Trust Services,70,172,67,169,179,2,0,0,0,0,0,13335,403,cloudflare,3.37,0.33,0.62,0.0,0.0,2,4,0,0,False,20,True,False,Canada,1
venumslovensko.sk,Gransy s.r.o.,4.0,2.0,Google Trust Services,72,104,21,80,1,7,0,0,0,0,0,13335,200,cloudflare,3.22,0.29,0.65,0.0,0.0,1,3,0,0,False,16,True,False,Canada,1
hotelmaj.sk,"ELBIA, s. r. o.",4.0,2.0,Let's Encrypt,30,109,74,156,3,1,1,1,1,0,1,29405,200,RANDOM,3.46,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
polene-sk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,38,104,21,58,196,2,0,0,0,0,0,13335,200,cloudflare,3.08,0.25,0.58,0.0,0.08,1,2,0,1,False,11,False,True,Canada,1
kabelkybizu.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,79,172,67,194,48,2,0,0,0,0,0,13335,0,None,3.32,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Canada,1
brookssk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,36,104,21,70,114,2,0,0,0,0,0,13335,200,cloudflare,2.41,0.18,0.73,0.0,0.0,2,4,0,0,False,10,False,True,Canada,1
nivy.com,None,None,None,DigiCert Inc,95,185,65,222,34,1,1,1,1,1,1,48689,200,nginx,3.0,0.38,0.5,0.0,0.0,1,1,0,0,False,7,False,False,Slovakia,0
hotelsvmichal.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,37,46,229,225,9,1,1,1,1,0,1,29405,200,nginx,3.62,0.25,0.69,0.0,0.0,1,4,0,0,False,15,False,False,Slovakia,0
cariumask.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,56,165,231,64,62,1,0,0,0,0,0,48950,200,Apache,3.08,0.33,0.58,0.0,0.0,2,2,0,0,False,11,False,True,Germany,1
trstena.sk,"DSI DATA, a. s.",4.0,4.0,Let's Encrypt,44,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,2.92,0.2,0.7,0.0,0.0,1,4,0,0,False,9,False,False,Slovakia,0
niketenisky-sk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,35,104,21,14,64,2,0,0,0,0,0,13335,200,cloudflare,2.98,0.29,0.59,0.0,0.06,1,2,0,1,False,16,True,True,Canada,1
freedommosesbratislava.sk,NETIM,4.0,3.0,ZeroSSL,47,165,231,223,157,1,0,0,0,0,0,58065,403,nginx,3.7,0.36,0.6,0.0,0.0,2,3,0,0,False,24,True,False,United States,1
jottbunda.sk,NETIM,4.0,2.0,ZeroSSL,46,165,231,253,42,1,0,0,0,0,0,41564,403,Apache/2,3.42,0.25,0.67,0.0,0.0,1,3,0,0,False,11,True,False,India,1
vssr.sk,"USR Services, s.r.o.",4.0,3.0,Let's Encrypt,53,188,244,63,64,1,1,1,1,0,0,25424,200,Microsoft-IIS/10.0,2.13,0.0,0.86,0.0,0.0,0,4,0,0,False,6,False,False,Czechia,0
nbastoreonline.sk,Key-Systems GmbH,4.0,1.0,ZeroSSL,64,196,247,24,34,1,1,1,1,0,0,41564,403,nginx,3.45,0.35,0.59,0.0,0.0,2,2,0,0,False,16,True,False,United States,1
skrz.sk,"Webglobe, a.s.",4.0,3.0,None,0,138,201,24,148,1,0,0,1,0,0,24940,0,None,2.24,0.0,0.86,0.0,0.0,0,4,0,0,False,6,False,False,Germany,0
obaly-bratislava.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,37,172,67,137,219,2,0,0,0,0,0,13335,403,cloudflare,3.51,0.37,0.53,0.0,0.05,1,2,0,1,False,18,True,False,Canada,1
upjs.sk,"WEDOS Internet, a.s.",4.0,2.0,GEANT Vereniging,243,158,197,16,80,1,1,1,1,0,1,2607,200,Apache/2.4.62 (AlmaLinux) OpenSSL/3.2.2,2.52,0.14,0.71,0.0,0.0,1,3,0,0,False,6,False,False,Slovakia,0
tommyhilfigerbunda.sk,NETIM,4.0,3.0,ZeroSSL,39,158,222,4,3,1,0,0,0,0,0,63119,403,Apache/2,4.2,0.33,0.62,0.0,0.0,1,2,0,0,False,20,True,False,Seychelles,1
partizanske.sk,"Slovanet, a. s.",4.0,3.0,Let's Encrypt,43,82,119,224,201,1,1,1,1,0,0,5578,200,Apache,3.38,0.29,0.64,0.0,0.0,1,3,0,0,False,13,False,False,Slovakia,0
mbbratislava.sk,Websupport s.r.o.,4.0,3.0,Google Trust Services,53,104,21,35,172,2,1,1,1,0,0,13335,0,None,3.32,0.27,0.67,0.0,0.0,1,4,0,0,False,14,True,False,Canada,1
kamiktopanky.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,88,104,160,2,201,1,0,0,0,0,0,41564,200,Apache,3.24,0.33,0.6,0.0,0.0,1,2,0,0,False,14,True,False,United Kingdom,1
converseslovensko.sk,"WebHouse, s.r.o.",3.0,3.0,Google Trust Services,60,104,21,112,1,7,0,0,0,0,0,13335,403,cloudflare,3.15,0.3,0.65,0.0,0.0,1,3,0,0,False,19,True,False,Canada,1
hotelslovanlc.sk,"WEBY GROUP, s.r.o.",4.0,1.0,None,0,217,67,22,56,1,1,1,1,0,1,5578,200,nginx,3.45,0.25,0.69,0.0,0.0,1,3,0,0,False,15,False,False,Slovakia,0
ivankorcok2024.sk,"WebCreators, s. r. o.",3.0,3.0,Let's Encrypt,38,193,163,77,9,1,1,1,1,1,1,29405,200,nginx,3.57,0.24,0.47,0.24,0.0,1,2,4,0,False,16,False,False,Slovakia,1
malacky.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,34,185,111,88,87,1,1,1,1,1,1,51013,200,Apache,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Hungary,0
puma-slovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,70,158,222,2,14,1,0,0,0,0,0,63119,200,Apache,3.57,0.29,0.59,0.0,0.06,1,3,0,1,False,16,True,False,United States,1
ipanemabratislava.sk,NETIM,4.0,3.0,ZeroSSL,46,196,244,195,18,1,0,0,0,0,0,41564,403,Apache/2,3.54,0.4,0.55,0.0,0.0,1,2,0,0,False,19,True,False,Singapore,1
123tires.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,87,77,78,104,3,1,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),3.28,0.18,0.45,0.27,0.0,1,2,3,0,False,10,False,False,Czechia,1
rimavskasobota.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,43,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,3.29,0.35,0.59,0.0,0.0,1,3,0,0,False,16,False,False,Slovakia,0
pangaiabratislava.sk,NETIM,4.0,3.0,ZeroSSL,65,196,196,198,32,1,0,0,0,0,0,41564,403,Apache/2,3.35,0.4,0.55,0.0,0.0,3,2,0,0,False,19,True,False,Ireland,1
pumalacno.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,60,158,222,2,28,1,0,0,0,0,0,63119,200,Apache,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,11,True,False,United States,1
mbtbratislava.sk,NETIM,4.0,3.0,ZeroSSL,53,165,231,222,118,1,0,0,0,0,0,58065,403,Apache/2,3.33,0.25,0.69,0.0,0.0,1,5,0,0,False,15,True,False,United States,1
perfektna.sk,Onikron s.r.o.,4.0,2.0,Let's Encrypt,32,37,9,175,157,1,1,1,1,0,0,51013,200,openresty,3.25,0.25,0.67,0.0,0.0,1,3,0,0,False,11,False,False,Slovakia,1
engelbert-strauss.sk,iS-Fun Internet Services GmbH,4.0,3.0,Let's Encrypt,33,88,205,125,117,1,1,1,1,0,1,12676,200,None,3.48,0.25,0.65,0.0,0.05,2,3,0,1,False,19,False,False,Germany,0
kamenarstvo-kliestik.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,73,37,9,174,74,1,1,1,1,0,0,51013,200,nginx,3.62,0.3,0.61,0.0,0.04,2,4,0,1,False,22,False,False,Slovakia,0
victoriasecretsk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,28,196,196,38,87,1,0,0,0,0,0,58065,200,Apache,3.37,0.32,0.63,0.0,0.0,2,3,0,0,False,18,False,True,France,1
benettonsk.sk,"WebCreators, s. r. o.",4.0,1.0,Let's Encrypt,36,46,229,238,136,1,1,1,1,0,1,29405,200,nginx,2.93,0.23,0.69,0.0,0.0,1,3,0,0,False,12,False,True,Slovakia,1
hotelbratislava.sk,"SWAN, a. s.",4.0,3.0,Let's Encrypt,45,37,9,175,157,1,1,1,1,0,1,51013,200,openresty,3.57,0.33,0.61,0.0,0.0,1,3,0,0,False,17,True,False,Slovakia,0
skechers.sk,MarkMonitor International Limited,4.0,4.0,Google Trust Services,76,172,67,172,230,2,0,0,0,0,0,13335,200,cloudflare,2.66,0.18,0.73,0.0,0.0,1,2,0,0,False,10,False,False,Canada,1
kupno-predajna-zmluva.sk,"ACTIVE 24, s.r.o.",4.0,2.0,None,0,31,15,10,34,1,0,0,1,0,0,25234,200,nginx,3.97,0.29,0.58,0.0,0.08,1,3,0,1,False,23,True,False,Czechia,1
adidaslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,63,172,67,140,233,2,0,0,0,0,0,13335,200,cloudflare,3.34,0.35,0.59,0.0,0.0,1,3,0,0,False,16,True,False,Canada,1
marlenkaeshop.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,7,77,78,104,3,1,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),3.5,0.31,0.62,0.0,0.0,2,2,0,0,False,15,True,False,Czechia,1
certovica.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Google Trust Services,30,104,18,127,89,1,0,0,1,0,0,13335,200,cloudflare,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Canada,0
ukf.sk,Univerzita Konštantína Filozofa v Nitre,4.0,3.0,GEANT Vereniging,157,193,87,12,81,1,1,1,1,0,1,2607,200,Apache,2.25,0.17,0.67,0.0,0.0,1,2,0,0,False,5,False,False,Slovakia,0
brezno.sk,Arrabella s.r.o.,4.0,3.0,Let's Encrypt,63,3,123,67,122,1,1,1,1,1,1,16509,200,nginx,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Germany,0
zlatyklucik.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,28,217,67,30,61,1,1,1,1,1,1,5578,200,nginx,3.32,0.29,0.64,0.0,0.0,1,2,0,0,False,13,False,False,Slovakia,0
gymsharkskeurope.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,75,165,231,154,51,1,0,0,0,0,0,58065,200,Apache,3.54,0.32,0.63,0.0,0.0,2,4,0,0,False,18,True,False,United States,1
ubytovaniekrakov.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,34,92,240,253,72,1,1,1,1,0,0,29405,200,None,3.68,0.42,0.53,0.0,0.0,2,2,0,0,False,18,False,False,Slovakia,0
hortonsk.sk,Gransy s.r.o.,4.0,2.0,None,0,89,185,244,82,1,1,1,1,1,1,24971,200,Microsoft-IIS/10.0,2.91,0.18,0.73,0.0,0.0,1,3,0,0,False,10,False,True,Czechia,1
bapeeshop.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,51,104,21,77,117,2,0,0,0,0,0,13335,200,cloudflare,3.08,0.33,0.58,0.0,0.0,2,2,0,0,False,11,True,False,Canada,1
123kamagra.sk,Gransy s.r.o.,4.0,3.0,Google Trust Services,81,172,67,175,225,2,1,1,1,0,1,13335,200,cloudflare,3.18,0.23,0.46,0.23,0.0,1,2,3,0,False,12,False,False,Canada,1
finstat.sk,"ACTIVE 24, s.r.o.",4.0,3.0,DigiCert Inc,140,20,71,223,55,1,1,1,1,0,1,8075,200,Microsoft-IIS/10.0,2.92,0.2,0.7,0.0,0.0,1,3,0,0,False,9,False,False,Netherlands,0
bikepark.sk,ZONER s.r.o.,4.0,4.0,DigiCert Inc,62,217,198,116,173,1,0,0,0,0,0,34222,200,Apache/2.4.54 (Debian),3.03,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Czechia,0
handlova.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,85,116,202,184,199,1,1,1,1,0,1,24940,200,nginx,3.28,0.27,0.64,0.0,0.0,1,3,0,0,False,10,False,False,Germany,0
skiskorusina.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,50,92,240,253,18,1,1,1,1,0,0,29405,200,None,2.92,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
hydroflask.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,51,158,222,2,48,1,0,0,0,0,0,63119,200,Apache,3.39,0.23,0.69,0.0,0.0,1,2,0,0,False,12,False,True,United States,1
digitalne.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,30,37,9,175,188,1,1,1,1,0,0,51013,200,openresty,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
hotel-preveza.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,17,37,9,175,181,1,1,1,1,0,0,51013,200,openresty,3.7,0.31,0.56,0.0,0.06,1,2,0,1,False,15,False,False,Slovakia,0
maxplaza.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,27,37,9,175,188,1,1,1,1,0,1,51013,200,openresty,3.03,0.27,0.64,0.0,0.0,1,3,0,0,False,10,False,False,Slovakia,0
drziaky.sk,"INTERNET CZ, a.s.",4.0,4.0,Let's Encrypt,51,81,31,37,22,1,1,1,1,0,1,24971,200,openresty,3.12,0.3,0.6,0.0,0.0,2,3,0,0,False,9,False,False,Czechia,0
rychlelikes.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,49,104,21,28,173,2,1,1,1,1,1,13335,200,cloudflare,3.24,0.29,0.64,0.0,0.0,1,3,0,0,False,13,False,False,Canada,1
nitra.sk,"Webglobe, a.s.",4.0,3.0,DigiCert Inc,243,194,160,215,35,1,1,1,1,0,1,2607,200,Apache,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Slovakia,0
biskupice.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,76,88,86,102,6,1,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,3.08,0.33,0.58,0.0,0.0,1,2,0,0,False,11,True,False,Czechia,0
hotelarena.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,59,37,9,175,157,1,1,1,1,0,0,51013,200,openresty,3.39,0.38,0.54,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
zoznam-znalcov.sk,"ACTIVE 24, s.r.o.",4.0,2.0,Let's Encrypt,84,31,15,10,69,1,1,1,1,0,0,25234,200,nginx,3.45,0.24,0.65,0.0,0.06,1,2,0,1,False,16,False,False,Czechia,1
ocenenie-nehnutelnosti.sk,"ACTIVE 24, s.r.o.",3.0,3.0,Let's Encrypt,36,31,15,10,199,1,1,1,1,0,0,25234,200,nginx,3.4,0.4,0.52,0.0,0.04,2,2,0,1,False,24,False,False,Czechia,1
skimedvedie.sk,"WebHouse, s.r.o.",4.0,2.0,None,0,46,28,107,238,1,1,1,1,0,0,197019,200,Apache,2.9,0.36,0.57,0.0,0.0,2,2,0,0,False,13,False,False,Czechia,0
intimisimi.sk,Key-Systems GmbH,4.0,2.0,None,0,5,22,145,16,2,0,0,1,0,1,16509,200,cloudflare,2.5,0.38,0.54,0.0,0.0,1,2,0,0,False,12,False,False,Germany,1
kosickanovaves.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,86,46,28,107,241,1,1,1,1,0,0,197019,200,Apache,3.18,0.35,0.59,0.0,0.0,1,2,0,0,False,16,False,False,Czechia,0
skiracibor.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,35,37,9,175,133,1,1,1,1,0,1,51013,200,openresty,3.09,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
podmaz.sk,"SWAN, a. s.",4.0,3.0,Let's Encrypt,42,172,105,90,44,1,1,1,1,0,0,63949,200,nginx/1.18.0 (Ubuntu),3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Germany,0
razerskoutlet.sk,NETIM,4.0,3.0,Let's Encrypt,60,196,240,45,254,1,1,1,1,0,0,41564,403,Apache/2,3.38,0.31,0.62,0.0,0.0,2,3,0,0,False,15,True,False,Poland,1
kosik.sk,Websupport s.r.o.,4.0,3.0,DigiCert Inc,236,151,101,1,55,4,1,1,1,0,1,54113,200,None,2.16,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,United States,0
mikulasskachata.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,54,157,230,78,190,1,1,1,1,1,1,14061,400,nginx,3.2,0.33,0.61,0.0,0.0,1,3,0,0,False,17,False,False,Germany,0
tevasandale.sk,"WebHouse, s.r.o.",3.0,3.0,Google Trust Services,57,104,21,32,1,7,0,0,0,0,0,13335,403,cloudflare,3.18,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Canada,1
hotelmalina.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,4,92,240,253,3,1,1,1,1,0,0,29405,200,None,3.52,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Slovakia,0
seikoslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,38,104,21,80,1,7,0,0,0,0,0,13335,200,cloudflare,2.94,0.35,0.59,0.0,0.0,2,3,0,0,False,16,True,False,Canada,1
crocsrx.sk,MarkMonitor International Limited,4.0,3.0,None,0,93,191,168,52,1,0,0,0,0,0,NA,0,None,2.72,0.1,0.8,0.0,0.0,1,4,0,0,False,9,False,False,France,1
dopeslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,85,104,21,112,1,7,0,0,0,0,0,13335,200,cloudflare,3.16,0.31,0.62,0.0,0.0,1,3,0,0,False,15,True,False,Canada,1
hotelsaffron.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,69,185,59,211,127,1,1,1,1,0,0,43541,200,nginx,3.51,0.27,0.67,0.0,0.0,1,3,0,0,False,14,False,False,Czechia,0
cistiaren-bratislava.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,76,31,30,149,57,1,1,1,1,0,0,16019,200,Apache,3.59,0.35,0.57,0.0,0.04,2,2,0,1,False,22,True,False,Czechia,1
hotelborovica.sk,"MM Systems, s. r. o.",4.0,4.0,Let's Encrypt,81,185,59,211,127,1,1,1,1,0,0,43541,200,nginx,3.7,0.38,0.56,0.0,0.0,1,2,0,0,False,15,False,False,Czechia,0
bardejov.sk,"SWAN, a. s.",4.0,3.0,Let's Encrypt,33,81,162,93,16,1,1,1,1,0,1,57606,200,nginx,3.46,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
fontech.sk,"Webglobe, a.s.",4.0,2.0,Google Trust Services,82,104,21,36,223,2,1,1,1,0,1,13335,200,cloudflare,3.32,0.2,0.7,0.0,0.0,1,2,0,0,False,9,False,False,Canada,0
tvkosice.sk,bart.sk s.r.o.,4.0,3.0,Let's Encrypt,14,81,89,49,136,1,0,0,1,0,0,29405,200,nginx,3.1,0.27,0.64,0.0,0.0,1,3,0,0,False,10,False,False,Slovakia,0
tuke.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,34,147,232,3,115,1,1,1,1,0,0,2607,200,nginx,2.52,0.29,0.57,0.0,0.0,1,2,0,0,False,6,False,False,Slovakia,0
